,name,price,deskripsi,isi_deksripsi
1377,Ellips Hair Vitamin Pro Keratin Complex Smooth Silky 6 Kapsul,Rp9.400 - Rp20.500,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Blister, 6 Kapsul @ 1 ml**Kino group"
1378,Ellips Hair Vitamin Shiny Black 6 Kapsul Lunak,Rp10.000 - Rp20.700,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,Ellips Vitamin Rambut Hair Repair diperkaya dengan Pro-Keratin Complex dan Jojoba Oil merawat menutrisi dan melindungi rambut rusak karena proses kimiawi dan panas akibat penggunaan alat pengering/pelurus/pengeriting rambut. Rambu lebih sehat lembut bercahaya dan mudah diatur**Cyclopentasiloxane Cyclotetrasiloxane Dimethiconol Phenyl Trimethicone Fragrance Tocopheryl Acetate Soybean (Glycine Soja) Oil Aleurites Moluccana Seed Oil Polysilicone-15 Panthenyl Ethyl Ether Aloe Barbadensis Leaf Oil Retinyl Palmitate Argania Spinosa Oil Ascorbyl Palmitate**Sesuai kebutuhan**1. Buka dan tuangkan isi kapsul ke tangan. 2. Sehabis keramas pada rambut setengah kering usapkan secara merata pada batang rambut. Jangan digunakan di kulit kepala. 3. Biarkan kering dengan sendirinya. TIDAK PERLU DIBILAS. Tata rambut seperti biasa.**Produk Konsumen**Pack isi 6 softgel**Kino group
1379,Ellips Hair Vitamin Smooth and Shiny 6 Kapsul Lunak,Rp8.300 - Rp22.900,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,Memperbaiki stres rusak atau rambut rapuh Vitalitas rambut**Cyclopentasiloxane Cyclotetrasiloxane Dimethiconol Fragrance Tocopherol Acetate Soybean Glycine Soja Oil Ascorbyl Palmitate Aloe Barbadensis Leaf Oil Aleurites Moluccana Seed Oil Polysilicane 15 Panthenyl Ethyl Ether Argania Spinosa Oil**Sesuai kebutuhan**Gunakan setelah keramas pada rambut yang setengah kering Tuangkan isi kapsul ke tanganmu kemudian usapkan secara merata pada batang rambut Diamkan sampai mengering sendiri tidak usah dibilas**Produk Konsumen**Pack isi 6 softgel**Kinocare Era Kosmetindo
1380,Ellips Hair Vitamin Treatment 6 Kapsul Lunak,Rp8.800 - Rp20.500,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"merawat menutrisi dan melindungi rambut yang rusak akibat proses kimiawi (pengeritingan atau pelurusan). Rambut lebih sehat bercahaya dan mudah diatur Cara Pakai**Cyclopentasiloxane Cyclotetrasiloxane Dimethiconol Fragrance Tocopheryl Acetate Simmondsia Chinensis Seed Oil Polysilicone-15 Soybean (Glycine Soja) Oil Panthenyl Ethyl Ether Retinyl Palmitate Argania Spinosa Oil Ascorbyl Palmitate Dimensi Produk : 60 x 60 x 107 mm**Sesuai kebutuhan**Gunakan sehabis keramas pada rambut setengah kering, Buka dan tuangkan isi kapsul ke tangan usapkan secara merata pada batang rambut. Jangan digunakan di kulit kepala, Biarkan kering dengan sendirinya.**Produk Konsumen**strip isi 6**Kino group"
1381,Ellips Hair Vitamin Ultra Treatment 34 ml,Rp61.900 - Rp74.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tube 8 ml**Kino group
1382,Ellips Hair Vitamin Vitality 6 Kapsul Lunak,Rp7.700 - Rp20.400,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Efek Samping**Golongan Produk**Kemasan**Manufaktur,Ellips vitamin rambut diperkaya dengan Moroccan Oil Ginseng dan Honey Oil Vitamin A C E Pro Vit.B5 merawat menutrisi dan melindungi rambut yang mudah patah dan kasar. Rambut lebih sehat bercahaya dan lebih mudah diatur**Cyclopentasiloxane Cyclotetrasiloxane Cyclohexasiloxane Dimethiconol Phenyl Trimethicone Fragrance Tocopheryl Acetate Paraffinum Liquidum Ethylhexyl Methoxycinnamate Honey (Mel) Panax Ginseng Root Oil Soybean (Glycine Soja) Oil Panthenyl Ethyl Ether Retinyl Palmitate Argania Spinosa Oil Ascorbyl Palmitate BHT**Sesuai kebutuhan**Gunakan sehabis keramas pada rambut setengah kering. Buka dan tuangkan isi kapsul ke tangan usapkan secara merata pada batang rambut. Jangan digunakan di kulit kepala. Biarkan kering dengan sendirinya. TIDAK PERLU DIBILAS. Tata rambut seperti biasa.****Produk Konsumen**Pack isi 6 softgel**Kino group
1383,Ellips Milkshake Conditioner Leave On Hair Repair,Rp37.800 - Rp83.500,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur,"menjaga kelembutan rambut secara instan dan sekaligus menutrisinya. Rambut lembut dan wangi seketika, kapan saja dimana saja.**Cyclopentasiloxane Cyclotetrasiloxane Cyclohexasiloxane Dimethiconol Phenyl Trimethicone Fragrance Tocopheryl Acetate Paraffinum Liquidum Ethylhexyl Methoxycinnamate Honey (Mel) Panax Ginseng Root Oil Soybean (Glycine Soja) Oil Panthenyl Ethyl Ether Retinyl Palmitate Argania Spinosa Oil Ascorbyl Palmitate BHT Dimensi Produk : 60 x 60 x 107 mm**Sesuai kebutuhan**Aplikasikan setelah keramas pada saat rambut dalam keadaan setengah kering, gunakan mulai dari tengah hingga ujung rambut, tidak perlu dibilas**Simpan pada suhu kamar. Hindarikan dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak**-**-**Produk Konsumen**Botol @ 110 ml**Kino group"
1384,Emeron Hijab Nutritive Shampoo Anti Dandruff 170 ml,Rp16.000 - Rp28.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 170 ml**LION WINGS**BPOM: NA18211001106
1385,Emeron Hijab Nutritive Shampoo Anti Dandruff 340 ml,Rp30.000 - Rp47.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 340 ml**LION WINGS**BPOM: NA18211001106
1386,Emeron Shampoo Nature Shine 170ml,Rp11.200 - Rp18.200,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur,"mempertahankan protein pada rambut normal hingga rambut senantiasa kuat dan sehat.**WATER, SODIUM LAURETH SULFATE, SODIUM LAURYL SULFATE, DIMETHICONE, GLYCOL DISTEARATE, COCAMIDOPROPYL BETAINE, PERFUME, COCAMINE OXIDE, HEXYLENE GLYCOL, GUAR HYDROPROPYLTRIMONIUM CHLORIDE, SODIUM BENZOATE, LAURETH-4, LAURETH-23, PROPYLENE GLYCOL, D-PANTHENOL (PRO VIT 5), GLYCINE, PANTHENYL ETHYL ETHER, CITRIC ACID, PEG-55 STEARATE, NIACINAMIDE (VIT B3), CALCIUM PANTHOTHENATE (VIT B5), PYRIDOXINE HCL (VIT B6), SODIUM ASCORBYL PHOSPHATE (VIT C), TOCOPHERYL ACETATE (VIT E ACETATE), SODIUM PCA.**Sesuai kebutuhan**Tuangkan shampoo secukupnya pada telapak tangan Usapkan kerambut, gosok hingga berbusa Bilas hingga bersih**Simpan pada suhu kamar. Hindarikan dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak**-**-**Produk Konsumen**Botol @ 170 ml**LION WINGS"
1387,Enkasari Mouthwash Citrusmint 100 ml,Rp9.300 - Rp16.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Kimia Farma**BPOM: NA18191405005
1388,Enkasari Mouthwash Citrusmint 250 ml,Rp17.200 - Rp28.400,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 250 ml**Kimia Farma**BPOM: NA18191405005
1389,Enkasari Mouthwash Freshmint 100 ml,Rp10.500 - Rp16.200,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Kimia Farma**BPOM: NA18191405006
1390,Enkasari Mouthwash Freshmint 250 ml,Rp19.400 - Rp25.900,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 250 ml**Kimia Farma**BPOM: NA18191405006
1391,Enkasari Mouthwash Peppermint 100 ml,Rp10.600 - Rp16.200,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 100 ml**Kimia Farma**BPOM: NA18191405004
1392,Enkasari Mouthwash Peppermint 250 ml,Rp17.200 - Rp28.900,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 250 ml**Kimia Farma**BPOM: NA18191405004
1393,Enzim 40 Plus Colostrum 63 G,Rp20.800 - Rp38.500,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Tube @ 50 ml**None"
1394,Enzim Classic Mild 63 G,Rp13.000 - Rp17.100,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Tube @ 63 gram**None"
1395,Formula Pasta Gigi Action Protect 190 g,Rp8.400 - Rp14.000,Golongan Produk**Manufaktur,Produk Konsumen**Ultra Prima
1396,Formula Pasta Gigi Strong Protector 160G,Rp8.400 - Rp14.000,Perhatian**Golongan Produk**Manufaktur,tube**Produk Konsumen**Ultra Prima
1397,Formula Pembersih Lidah,Rp7.700 - Rp12.500,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Untuk membersihkan lidah**Sesuai kebutuhan**Gunakanlah alat ini sekitar 30 detik setelah menggosok gigi setiap hari, dan kemudian cuci alat ini dengan air mengalir dan sabun.**Produk Konsumen**Pack @ 1 Piece**Ultra Prima"
1398,Formula Sikat Gigi Flip Go Nano Charcoal Slim,Rp12.700 - Rp27.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 1 Pieces**Ultra Prima
1399,Formula Sikat Gigi Nano Charcoal Soft,Rp13.000 - Rp19.500,Golongan Produk**Manufaktur,Produk Konsumen**Ultra Prima
1400,Formula Sikat Gigi Plat Protector Extrem Clean,Rp10.400 - Rp18.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 1 Piece**Ultra Prima
1401,Formula Sikat Gigi Plat Protector Flip Moc,Rp15.400 - Rp23.300,Golongan Produk**Manufaktur,Produk Konsumen**Ultra Prima
1402,Formula Sikat Gigi Silver Protector Trendy isi 3,Rp6.300 - Rp15.000,Golongan Produk**Manufaktur,Produk Konsumen**Ultra Prima
1403,Frezza Antiseptic Mouthspray After Cigar 13 ml,Rp24.200 - Rp27.800,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Blister @ 1 Botol 13 ml**Konimex**BPOM: NA18141400042
1404,Frezza Antiseptic Mouthspray Regular 13 ml,Rp17.600 - Rp28.600,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 13 ml**Konimex
1405,Frezza Antiseptic Mouthspray Strong Mint 13 ml,Rp18.000 - Rp29.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"FREZZA ANTISEPTIC MOUTHSPRAY STRONG MINT merupakan produk penyegar nafas antiseptik dengan kandungan menthol dan freshmint. Kandungan pada produk ini efektif menyegarkan nafas dan memberikan sensasi dingin.**Produk penyegar napas dengan kandungan mint yang memberikan sensasi dingin.**Alcohol, Aqua, Glycerin, Poloxamer 407, Freshmint, Flavour, Menthol, Sodium Cyclamate, Sodium Fluoride, Sodium Saccharin.**Maksimal penggunaan 5 kali dalam sehari.**Semprotkan ke dalam rongga mulut.**Tidak digunakan untuk anak dibawah usia 3 tahun.**Produk Konsumen**Blister, Botol @ 13 ml**Konimex**BPOM: NA18141400043"
1406,Garnier Color Naturals Cream Hair Colorant 4 Coklat,Rp51.000 - Rp74.300,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Garnier Color Naturals Creme Hair Colorant Coklat merupakan pewarna rambut yang dilengkapi oleh almond oil dan extra shine serum yang bermanfaat untuk menjaga kilau rambut, membuat kulit kepala terasa nyaman tanpa iritasi, serta untuk memperkuat akar rambut agar rambut tidak mudah rontok. Dengan aplikasi cepat yang hanya 15 menit, produk ini dapat menghasilkan warna yang berkilau, tahan lama, tampak alami, dan uban dapat tertutup dengan sempurna.**Sebagai pewarna rambut dengan kandungan alami yang bisa merawat rambut tetap sehat setelah diwarnai**Krim Pewarna: WATER, CETEARYL ALCOHOL, ETHANOLAMINE, CETEARETH-25, MINERAL OIL, SODIUM METASILICATE, 2,4-DIAMINOPHENOXYETHANOL HCI, m-AMINOPHENOL, ASCORBIC ACID, TOCOPHEROL, SODIUM METABISULFITE, OLIVE FRUIT OIL, POLYQUATERNIUM-22, SUNFLOWER SEED OIL, N,N-BIS(2-HYDROXYETHYL)-p-PHENYLENEDIAMINE SULFATE, p PHENYLENEDIAMINE, FRAGRANCE, AVOCADO OIL, RES�RCINOL, ROSEMARY LEAF EXTRACT, EDTA, HEXADIMETHRINE CHLORIDE. (FI.L. C211079 / 1) Krim Developer: WATER, HYDROGEN PEROXIDE, CETEARYL ALCOHOL, SODIUM STANNATE, TRIDECETH-2 CARBOXAMIDE MEA, PENTASODIUM PENTETATE, PHOSPHORIC ACID, CETEARETH-25, TETRASODIUM PYROPHOSPHATE, GLYCERIN. (FI.L. C187213 / 1) Kondisioner: WATER, CETEARYL ALCOHOL, BEHENTRIMONIUM CHLORIDE, CETYL ESTERS, CAMELLIA SINENSIS LEAF EXTRACT, OLIVE FRUIT OlL, NI�CINAMIDE, SUGAR CANE EXTRACT, TRIDECETH-6, AM�DIMETHICONE, SUNFLOWER SEED OIL, PYRIDOXINE HCI, ROSEMARY LEAF EXTRACT, SWEET ALMOND OIL, COCONUT OIL, ISOPROPYL ALCOHOL, CITRIC ACID, LEMON PEEL EXTRACT, AVOCADO OIL, APPLE FRUIT EXTRACT, TOCOPHEROL, DIGLUCONATE, PHENOXYETHANOL CHLORHEXIDINE CETRIMONIUM CHLORIDE, FRAGRANCE, LINALOOL, LIMONENE, HEXYL CINNAMAL. (EL.L. C208667 / 2)**1. Campurkan krim pewarna dan developer. 2. Oleskan pada akar sampai ujung rambut sedikit demi sedikit sehingga menyeluruh ke semua akar sampai ujung rambut. 3. Kemudian biarkan selama 30 menit. 4. Bilas rambut dan gunakan conditioner dengan merata. 5. Lakukan pijatan secara perlahan dan diamkan selama 10 menit. 6. Lalu bilas kembali secara menyeluruh.**Lakukan Tes Alergi, 48 jam sebelum pemakaian**Produk Konsumen**Dus, Tube @ 50 g**L'Oreal Indonesia**BPOM: NA17151002204"
1407,Garnier Color Naturals Pewarna Rambut 5.32 Coklat Caramel,Rp48.100 - Rp74.300,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Garnier Color Naturals Coklat Caramel merupakan pewarna rambut permanen yang menutrisi untuk warna lebih indah dan tetap terawat, tanpa reaksi ammonia dengan wangi yang lembut. Produk ini diperkaya dengan bahan-bahan alami berupa 3 natural oils: Avocado, Olive and Almond, juga conditioner dengan fruit vitamins dan oils. Produk ini memberikan warna rambut 5 kali lebih berkilau, terawat dan warna lebih indah.**Sebagai pewarna rambut dengan kandungan alami yang bisa merawat rambut tetap sehat setelah diwarnai**Krim Pewarna: WATER, TEARETH-25, WATER, CETEARYL ALCOHOL, ETHANOLAMINE, MINERAL OIL, LAURETH-4, LAURETH-12, OLETH-20, m-AMINOPHENOL,4-AMINO-2-HYDROXYTOLUENE, 2-AMINO-3, HYDROXYPYRIDINE, ASCORBIC ACID, TOCOPHEROL, SODIUM METABISULAITE, HYDRATED SILICA, STEARIC ACID, OLIVE FRUIT OlL, 6-HYDROXYINDOLE, POLYQUATERNIUM-22, POLYSORBATE 21, PALMITIC ACID, SILICA DIMETHYL SILYLATE, POLYSORBATE 60, SUNFLOWER SEED OIL, 2-METHYL - 5-HYDROXYETHYLAMINOPHENOL, p-PHENYLENEDIAMINE, FRAGRANCE. AVOCADO OIL, MYRISTIC ACID, RESORCINOL, ROSEMARY LEAF EXTRACT, EDTA, CETYL HYDROXYETHYLCELLULOSE, HEXADIMETHRINE CHLORIDE (FI.LC213988 / 1) Krim Developer: WATER, HYDROGEN PEROXIDE, CETEARYL ALCOHOL, SODIUM STANNATE, TRIDECETH-2 CARBOXAMIDE MEA, PENTASODIUM PENTETATE. PHOSPHORIC ACID, CETEARETH- 25, TETRASODIUM PYROPHOSPHATE, GLYCERIN (EIL C187213 / 1). Kondisioner: WATER. CETEARYL ALCOHOL, BEHENTRIMONIUM CHLORIDE, CETYL ESTERS, CAMELIA SINENSS LEAF EXTRACT, OLVE FRUIT OIL, NIACINAMIDE, SUGAR CANE EXTRACT, TRIDECETH-6, AMODIMETHICONE,PEEL SUNFLOWER SEED OlL. PYRIDOXINE HCI, ROSEMARY LEAF EXTRACT, SWEET ALMOND OIL COCONUT OIL, ISOPROPYL ALCOHOL, CITRIC GLUCONATE, ACID, LEMON PEEL EXTRACT, AVOCADO OIL, APPLE FRUIT EXTRACT, LIMONENE, TOCOPHEROL, PHENOXYETHANOL, CHLORHEXIDINE DIGLUCONATE, CETRIMONIUM CHLORIDE, FRAGRANCE, LINAL00L, LIMONENE, HEXYL CINNAMAL. (FL.L. C208667 / 2)**1. Campurkan krim pewarna dan developer. 2. Oleskan pada akar sampai ujung rambut sedikit demi sedikit sehingga menyeluruh ke semua akar sampai ujung rambut. 3. Kemudian biarkan selama 30 menit. 4. Bilas rambut dan gunakan conditioner dengan merata. 5. Lakukan pijatan secara perlahan dan diamkan selama 10 menit. 6. Lalu bilas kembali secara menyeluruh.**Lakukan Tes Alergi, 48 jam sebelum pemakaian**Produk Konsumen**Dus, Tube @ 50 g**L'Oreal Indonesia**BPOM: NKIT210000453"
1408,Garnier Color Naturals Pewarna Rambut 6.64 Merah Berry,Rp29.900 - Rp74.300,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Produk Konsumen**Dus, Tube 50 g**L'Oreal Indonesia**BPOM: NA17171003050"
1409,Garnier Color Naturals Ultra Color Pewarna Rambut 7.3 Golden Brown,Rp27.300 - Rp74.300,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Garnier Color Naturals Ultra Color Golden Brown adalah pewarna rambut yang dilengkapi dengan Colorboost Formula sehingga warna rambut akan tampak menyala bahkan di rambut gelap. Selain itu, Ultra Color juga dilengkapi dengan 3 Natural Oils dan conditioner untuk menutrisi rambut.**Sebagai pewarna rambut dengan kandungan alami yang bisa merawat rambut tetap sehat setelah diwarnai**Krim Pewarna : WATER, CETEARYL ALCOHOL, ETHANOLAMINE, AMMONIUM HYDROXIDE,CETEARETH-25,MINERALOIL, 4-AMINO-M-CRESOL, ASCORDIC ACID, TOCOPHEROL, SODIUM METABISULFITE, HYDROXYBENZOMORPHOLINE, OLIVE FRUIT OIL, POLYQUATERNlUM-22, SUNFLOWER SEED OIL, AVOCADO OIL, ROSEMARY LEAF EXTRACT, EDTA, SWEET ALMOND OIL, HEXADIMETHRINE CHLORIDE, FRAGRANCE (FIL 0222353 / 1) Krim Developer: WATER, HYDROGEN PEROXIDE CETEARYL ALCOHOL. CETEARETH-33. SODIUM SALICYLATE, DEHENETII-IO, POLYOUATERNIUM-6, PHOSPHORIC ACID. MINERAL OIL, TETRASODIUM ETIDRONATE, TETRASODIUM PYROPHOSPHATE, CETEARETH-60 MYRISTYL GLYCOL (F.I.L0222486 / 3) Kondisioner: WATER, CETEARYL ALCOHOL, BEHENTRIMONIUM CHLORIDE, CETYL ESTERS. CAMELLIA SINENSIS LEAF EXTRACT, OLIVE FRUIT OIL, NIACINAMIDE, SUGAR CANE EXTRACT. TRIDECETH-6.; AMODIMETRICONE. SUNFLOWER SEED OIL, PYRIDOXINE HCI, ROSEMARY LEAF EXTRACT, SWEET ALMOND OIL, COCONUT OIL, ISOPROPYL ALCOHOL, CITRIC ACID. LEMON PEEL EXTRACT AVOCADO OIL, APPLE FRUIT EXTRACT, TOCOPHEROL, PHENOXYETHANOL, CHLORHEXIDINE DIGLUCONATE, CETRIMONIUM CHLORIDE, FRAGRANCE, LINALOOL, LIMONENE, HEXYL CINNAMAL. (F.I.L. C208667 / 2)**1. Campurkan krim pewarna dan developer. 2. Oleskan pada akar sampai ujung rambut sedikit demi sedikit sehingga menyeluruh ke semua akar sampai ujung rambut. 3. Kemudian biarkan selama 30 menit. 4. Bilas rambut dan gunakan conditioner dengan merata. 5. Lakukan pijatan secara perlahan dan diamkan selama 10 menit. 6. Lalu bilas kembali secara menyeluruh.**Lakukan Tes Alergi, 48 jam sebelum pemakaian**Produk Konsumen**Dus, Tube @ 50 g**L'Oreal Indonesia**BPOM: NA17181001469"
1410,Garnier Men Shampoo Color 3.0 Cokelat Kehitaman,Rp16.500 - Rp20.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Sachet @ 10 ml**L'Oreal Indonesia
1411,Garnier Neril Tonic Anti Dandruff 200ml,Rp65.400 - Rp135.000,Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,membersihkan dan merawat baik rambut maupun kulit kepala Anda Neril AntiDandruff Hair Tonic bekerja untuk mencegah dan membantu melindungi kulit kepala dari ketombe serta membuat rambut Anda tetap sehat kuat dan indah**AquaWater Isopropyl Alcohol Alcohol Denat CI 47005Acid Yellow 3 CI 15985Yellow 6 Niacinamide Chamomilla Recutita ExtractMatricaria Flower Extract Hydroxycitronellal Hydroxypropyltrimonium Hydrolyzed Wheat protein PEG40 Hydrogenated Castor Oil Arginine Salicylic Acid Allantoin Menthol Bnezyl Alcohol Benzyl Salicylate Linalool Benzyl Benzoate Cinnamyl Alcohol Propylene Glycol Isoeugenol AlphaIsomethyl Ionone Caprylic Acid Capric Acid Piroctone Olamine Geraniol Betula Alba Extract Urtica DioicaNettle Extract Citronellol Citric Acid Equisetum Arvense Extract Glyceryl Linoleate Glyceryl Linoleate ParfumFragrance FIL CI 1730621**Pijatkan Garnier Neril AntiDandruff Shield ke kulit kepala setiap hari selama 3 menit Garnier Neril AntiDandruff Shield dapat dipakai di rambut yang basah dan kering Lanjutkan pemakaian secara teratur atau minimum 2 atau 3 kali seminggu**Produk Konsumen**Botol @ 200 ml**L'Oreal Indonesia**BPOM: NA18191006342
1412,Garnier Neril Tonic Loss Guard 200 ml,Rp59.500 - Rp131.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 200 ml**L'Oreal Indonesia**BPOM: NA18191006340
1413,Guardian Dental Floss Mint 50 M,Rp32.000 - Rp42.500,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Guardian Dental Floss Mint 50 M adalah benang gigi yang membantu mengurangi masalah-masalah gusi, pembusukan gigi, dan bau mulut dengan menghilangkan plak gigi dan sisa-sisa makanan dengan efektif di antara gigi dan di bawah garis gusi yang tidak bisa dijangkau oleh sikat gigi. Benang gigi bergerak dengan mudah diantara gigi.**Untuk membersihkan celah antara dua gigi.**Nilon (berlapis lilin dengan rasa mint), Polypropylene, Acrylonitrile, Butadiene Styrene, Stainless Steel.**Sisipkan benang flos gigi di celah gigi sambil menarik flos ke atas dan ke bawah. Ulangi untuk setiap gigi.**Alat Kesehatan & Medis Habis Pakai**Pack, 1 Pieces @ 50 M**None**Kemenkes RI: AKL10606313672"
1414,Guardian Dental Floss Toothpick Mint 50 Pieces,Rp25.500 - Rp33.700,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Untuk membersihkan plak dan makanan yang terselip di antara gigi.**Alat Kesehatan & Medis Habis Pakai**Pack @ 50 Pieces**None**Kemenkes RI: AKL 10606313670
1415,Guardian Dental Floss Toothpick Wax 50 Pieces,Rp25.500 - Rp33.500,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Untuk membersihkan plak dan makanan yang terselip di antara gigi.**Alat Kesehatan & Medis Habis Pakai**Pack @ 50 Pieces**None**Kemenkes RI: AKL 10606313669
1416,Guardian Shower Cream Nourishing Strawberry 1 L,Rp105.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 1000 ml**None**BPOM: NA18200711362
1417,Guardian Shower Cream Refreshing Melon 1 L,Rp105.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 1000 ml**None**BPOM: NA18200711363
1418,Guardian Shower Cream Relaxing Peach 1 L,Rp91.100 - Rp105.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 1000 ml**None**BPOM: NA18200711359
1419,Guardian Shower Cream Sweet Vanilla 1 L,Rp105.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 1000 ml**None**BPOM: NA18200711360
1420,Guardian Shower Cream With Goat's Milk 1 L,Rp91.000 - Rp105.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 1000 ml**None**BPOM: NA18200711361
1421,Guardian Tongue Cleaner 1 Pieces,Rp15.000 - Rp20.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Alat Kesehatan & Medis Habis Pakai**Box @ 1 Pieces**None**Kemenkes RI: AKL10605120883
1422,HG Tonic 125 ml,Rp86.300 - Rp154.100,Golongan Produk**Manufaktur**No. Registrasi,Produk Konsumen**None**BPOM: NA18141000478
1423,Halykoo Mouth Ulcer Soothing Gel with Hyaluronic Acid 10 ml,Rp72.900 - Rp97.600,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Sebagai pelindung luka sariawan agar mengurangi nyeri untuk penyembuhan secara alami.**1. Aplikasikan pada sariawan dengan menggunakan desain ergonomis aplikator . 2. Teteskan 1 atau 2 tetes secara menyeluruh pada luka. 3. Aplikator jangan sampai terkena luka untuk menghindari kontaminasi. 4. Aplikasikan sebanyak 1 hingga 4 kali sehari. 5. Jangan makan atau minum hingga 1 jam setelah aplikasi.**Alat Kesehatan & Medis Habis Pakai**Tube @ 10 ml**WICAKSANA OVERSEAS INTERNATIONAL**Kemenkes RI: AKL20604021301
1424,Halykoo Soothing Throat spray with hyaluronic Acid 15 ml,Rp83.900 - Rp112.200,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Melindungi & Meredakan nyeri karena iritasi tenggorokan pada anak.**3 x Sehari, 2 x Semprot**Semprotkan pada tenggorokan. Jangan makan dan minum hingga 15 menit setelah pengaplikasian spray.**Alat Kesehatan & Medis Habis Pakai**Botol @ 15 ml**WICAKSANA OVERSEAS INTERNATIONAL**Kemenkes RI: AKL21603021610"
1425,Hanasui Body Exfoliating Gel Lemon 300 ml,Rp25.300 - Rp30.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tube @ 300 ml**None
1426,Happy Kemiriku Hair Tonic 125 ml,Rp23.100 - Rp34.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 125 ml**Inti Cosmetic Lestari
1427,Happy Kemiriku Minyak Rambut 100 ml,Rp9.000 - Rp27.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**None
