,name,price,deskripsi,isi_deksripsi
1428,Happy Kemiriku Shampoo 100 ml,Rp11.800 - Rp16.600,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur,"Happy Kemiriku Shampoo mengandung vit. E minyak Kemiri asli yang kaya manfaat untuk perawatan rambut. Ditambah dengan extra conditioner untuk melembutkan rambut.**Menghitamkan rambut, menyuburkan rambut, dan mencegah kerusakan rambut.**Produk Konsumen**Botol @ 100 ml**None"
1429,Happy Urang Aring Minyak Rambut 90 ml,Rp7.700 - Rp18.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 90 ml**None
1430,Herbal Essences Bio Renew Smooth Golden Moringa Oil Conditioner 400 ml,Rp100.000 - Rp123.300,Deskripsi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Herbal Essences Bio Renew Smooth Golden Moringa Oil Conditioner dengan antioxidan esensial, membantu membersihkan dan melindungi rambut, untuk rambut yang penuh hidup.**Produk Konsumen**Botol @ 400 ML**Procter & Gamble (P&G)**BPOM: NA49201000111"
1431,Herbal Essences Restored Radiance Moroccan My Shine Shampoo 300 ml,Rp40.500 - Rp46.000,Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Sebagai sampo untuk membersihkan rambut dan kulit kepala**Produk Konsumen**Botol @ 300 ML**Procter & Gamble (P&G)**BPOM: NA49191005088
1432,Herboris Lulur Bali Beras 100 g,Rp15.000 - Rp18.200,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Pot @ 100 g**Victoria Care Indonesia**BPOM: NA18210700586
1433,Herboris Lulur Bali Chocolate 100 g,Rp13.800 - Rp18.200,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Pot @ 100 g**Victoria Care Indonesia**BPOM: NA18210700583
1434,Herborist Lulur Aloe Vera 100 g,Rp13.800 - Rp18.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Pot @ 100 g**Victoria Care Indonesia**BPOM: NA18210700569
1435,Herborist Lulur Bali Avocado 100 g,Rp13.800 - Rp18.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Pot @ 100 g**Victoria Care Indonesia**BPOM: NA18210700565
1436,Herborist Lulur Bali Bengkoang 100 g,Rp12.900 - Rp22.000,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Membersihkan secara menyeluruh dan membuang sel kulit mati serta meningkatkan elastisitas kulit. Membuat kulit lebih bercahaya, Lulur Tradisional Bali dengan minyak zaitun alami dan diperkaya dengan whitening, membantu meningkatkan kelembabkan ekstra, dan kekenyalan pada kulit.**Sesuai kebutuhan**Produk Konsumen**Pot 100 g**Victoria Care Indonesia**BPOM: NA18200701071"
1437,Herborist Lulur Bali Bengkoang 200 g,Rp23.000 - Rp33.900,Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Butiran scrubnya yang halus mengangkat sel sel kulit mati dengan lembut sehingga kulit lebih bersih, tanpa menyebabkan kulit menjadi kering.Dengan bahan aktif whitening,membuat kulit anda lebih cerah dan bercahaya. Senantiasa membuat kulit lebih sehat alami.**ekstrak bengkoang**gunakan diseluruh bagian tubuh dan pijat secara perlahan dan merata**Produk Konsumen**Pot 200 g**Victoria Care Indonesia**BPOM: NA18200701071"
1438,Herborist Lulur Bali Coconut 100 g,Rp13.800 - Rp18.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Pot @ 100 g**Victoria Care Indonesia**BPOM: NA18210700582
1439,Herborist Lulur Bali Ekstrak Rose 100 g,Rp15.400 - Rp22.000,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"mengangkat minyak, kotoran, dan sel-sel kulit mati, mencerahkan dan melembabkan kulit, mampu meningkatkan elastisitas kulit, serta dapat mencegah penuaan dini**Mengandung Ekstrak roseMengandung Ekstra Whitening**sesuai kebutuhan**BALURKAN MERATA PADA SELURUH BADAN DALAM KONDISI KERING, PIJAT DENGAN LEMBUT LALU BILAS TANPA MENGGUNAKAN SABUN**Simpan ditempat yang terhindar dari sinar matahari langsiung. Jauhkan dari jangkauan anak-anak**Hipersensitif**Reaksi alergi**Produk Konsumen**Pot 100 g**Victoria Care Indonesia**BPOM: NA18200701064"
1440,Herborist Lulur Bali Kiwi 100 g,Rp13.800 - Rp18.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Pot @ 100 g**Victoria Care Indonesia**BPOM: NA18210700567
1441,Herborist Lulur Bali Milk 100 g,Rp11.000 - Rp20.300,Indikasi Umum**Dosis**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Membersihkan secara menyeluruh dan membuang sel kulit mati serta meningkatkan elastisitas kulit. Membuat kulit lebih bercahaya, Lulur Tradisional Bali dengan minyak zaitun alami dan diperkaya dengan whitening, membantu meningkatkan kelembabkan ekstra, dan kekenyalan pada kulit.**Sesuai kebutuhan**Produk Konsumen**Pot 100 G**Victoria Care Indonesia**BPOM: NA18200701067"
1442,Herborist Lulur Bali Milk 200 g,Rp23.900 - Rp34.100,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"mengangkat minyak, kotoran, dan sel-sel kulit mati, mencerahkan dan melembabkan kulit, mampu meningkatkan elastisitas kulit, serta dapat mencegah penuaan dini**WATER, CORN (ZEA MAYS) STARCH, ORYZA SATIVA STARCH, WHEAT (TRITICUM VULGARE) GERM, ALCOHOL, GLYCERIN, PROPYLENE GLYCOL, PEG-100 STEARATE, GLYCERYL MONOSTEARATE, CETYL ALCOHOL, PERFUME, OLIVE (OLEA EUROPAEA) OIL, DMDM HYDANTOIN, TRIETHANOLAMINE, BHT, METHYLPARABEN, TITANIUM DIOXIDE, PROPYLPARABEN, ALLANTOIN, MINERAL OIL, DISODIUM EDTA, CARBOMER, VITIS VINIFERA FRUITEXTRACT, SAXIFRAGA SARMENTOSA EXTRACT, BUTYLENE GLYCOL, SODIUM SULFITE, SODIUM METABISULFITE, MORUS BOMBYCIS ROOT EXTRACT.**sesuai kebutuhan**BALURKAN MERATA PADA SELURUH BADAN DALAM KONDISI KERING, PIJAT DENGAN LEMBUT LALU BILAS TANPA MENGGUNAKAN SABUN**Simpan ditempat yang terhindar dari sinar matahari langsiung. Jauhkan dari jangkauan anak-anak**Hipersensitif**Reaksi alergi**Produk Konsumen**Pot 200 g**Victoria Care Indonesia**BPOM: NA18200701067"
1443,Herborist Lulur Bali Papaya 100 g,Rp13.800 - Rp17.200,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Pot @ 100 g**Victoria Care Indonesia**BPOM: NA18210700585
1444,Herborist Lulur Bali Strawberry 100 g,Rp10.400 - Rp22.000,Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Mencegah kulit proses penuaan, membuat kulit halus dan ringan penampilan**Whitening + Strawberry Ekstrak**gunakan diseluruh bagian tubuh dan pijat secara perlahan dan merata**Produk Konsumen**Pot 100 g**Victoria Care Indonesia**BPOM: NA18200701065"
1445,Herborist Lulur Zaitun 100 g,Rp14.300 - Rp20.300,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Pot @ 100 g**Victoria Care Indonesia**BPOM: NA18210700570
1446,Herborist Sabun Sere 160 g,Rp10.000 - Rp19.800,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"menjaga elastisitas kulit, melindungi kulit dari luka bakar matahari, kelembaban, membersihkan sel-sel kulit mati dan kulit cerah.**Basahi Kulit dengan air, usapkan ke seluruh tubuh hingga berbusa kemudian bilas hingga bersih Untuk sensasi busa lebih banyak, gunakan spons mandi**Produk Konsumen**Pack @ 160 g**Victoria Care Indonesia**BPOM: NA18130500349"
1447,Herborist Sabun Sere 80 g,Rp5.700 - Rp12.800,Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"membantu menjaga elastisitas kulit, melindungi kulit dari luka bakar matahari, kelembaban, membersihkan sel-sel kulit mati dan kulit cerah. Diperkaya dengan susu dan whitening XTRACT untuk menyehatkan kulit, membuat kulit halus, lembut dan tampak lebih cerah.**ekstrak padi yang kaya vitamin E, oryzanol, asam ferulic, dan allantoin**Basahi Kulit dengan air, usapkan ke seluruh tubuh hingga berbusa kemudian bilas hingga bersih,Untuk sensasi busa lebih banyak, gunakan spons mandi**Produk Konsumen**Pack, Bar @ 80 g**Victoria Care Indonesia**BPOM: NA18130500349"
1448,Herborist Sabun Zaitun 80 g,Rp14.300 - Rp26.400,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"menjaga elastisitas kulit, melindungi kulit dari luka bakar matahari, kelembaban, membersihkan sel-sel kulit mati dan kulit cerah.**Basahi Kulit dengan air, usapkan ke seluruh tubuh hingga berbusa kemudian bilas hingga bersih Untuk sensasi busa lebih banyak, gunakan spons mandi**Produk Konsumen**Pack, Bar @ 80 g**Victoria Care Indonesia"
1449,Herborist Shampoo Aloe Vera Gel 250 ml,Rp26.000 - Rp33.400,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 250 ml**Victoria Care Indonesia
1450,Herborist Shampoo Zaitun 250 ml,Rp23.700 - Rp35.700,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"water, sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, perfume, Sodium PCA, Polyquaterium-10, peg-120, olea europea, methyl paraben, edta, ethylparaben, buthylparaben, Cl 42090**Usapkan pada rambut basah pijat hingga berbusa bilas hingga bersih Jika terkena mata segera bilas dengan air Untuk hasil terbaik gunakan Dove Total Damage Treatment Conditioner setelah penggunaan Shampoo**Produk Konsumen**Botol @ 250 ml**Victoria Care Indonesia"
1451,Himalaya Complete Care Herbal Toothpaste 100 g,Rp13.200 - Rp25.300,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Box, tube 100 g**The Himalaya Drug Company"
1452,Himalaya Sparkling White Herbal Toothpaste 175 g,Rp31.000 - Rp37.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tube 175 g**The Himalaya Drug Company
1453,Hitop Hair Dye Lotion 35 ml,Rp9.500 - Rp15.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 35 ml**None
1454,Holly Sabun Hijau 100 g,Rp4.400 - Rp16.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Plastik 100 gram**Sekawan
1455,Holly Sabun Hijau 200 g,Rp13.200 - Rp17.700,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Plastik 200 gram**None**BPOM: NA18160500320
1456,Holly Sabun Hijau 60 g,Rp4.300 - Rp11.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Plastik 60 gram**None
1457,Holly Sabun Hijau 80 g,Rp4.400 - Rp10.700,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Plastik 80 gram**Sekawan
1458,Intense Hair Tonic 35ml,Rp63.800 - Rp103.500,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Intense Hair Tonic mengandung 15 jenis asam amino yang sangat dibutuhkan rambut, sebagai nutrisi bagi akar rambut agar tumbuh sehat, mengurangi kemungkinan kerusakan dan rambut pecah-pecah sehingga tumbuh sehat, kuat dan tidak mudah rontok.**INTENSE Hair Tonic diperkaya dengan 15 jenis asam amino untuk menutrisi rambut dan membuatnya lebih sehat kuat dan tidak mudah rontok**Aspartic acid glutamic acid serine histidine glycine threonine arginine alanine tyrosine methionine valine phenylalanine lleucine leucine lysine**Kocok terlebih dahulu semprotkan ke kulit kepala secara merata kemudian pijat dengan lembut supaya asam amino dapat terserap ke dalam kantung rambut dengan lebih maksimal**Produk Konsumen**Botol @ 35 ml**Sinar Antjol"
1459,Intense Shampoo 200ml,Rp62.400 - Rp117.100,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Aqua, sodium laureth sulfate, lauryl hydroxysultaine, decyl glucoside, dimethiconol, acrylates copolymer, hydrolyzed keratin, triticum vulgare extract, acetyl tetrapeptide-3, cocamide DEA, glycerin, panthenol, polyquaternium-7, polyquaternium-10, fragrance, tetrasodium EDTA, benzyl alcohol, citric acid, CI 11710, CI 14720, CI 77266, methylchloroisothiazolinone, methylisothiazolinone.**Usapkan pada rambut basah pijat hingga berbusa bilas hingga bersih Jika terkena mata segera bilas dengan air Untuk hasil terbaik gunakan Dove Total Damage Treatment Conditioner setelah penggunaan Shampoo**Produk Konsumen**Botol @ 200 ml**Sinar Antjol"
1460,Intense Twin Pack Shampoo + Hair Tonic Women,Rp153.000 - Rp217.100,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Intense Twin Pack Shampoo + Hair Tonic merupakan kombinasi sempurna perawatan rambut sehari-hari yang diformulasikan khusus bagi rambut wanita. Mengandung 15 asam amino yang sangat dibutuhkan rambut, sebagai nutrisi bagi akar rambut agar tumbuh sehat, mengurangi kemungkinan kerusakan dan rambut pecah-pecah sehingga tumbuh sehat, kuat dan tidak mudah rontok.**Aspartic Acid Glutamic Acid Serine Histidine Glycine Threonine Arginine Alanine Tyrosine Methionine Valine Phenylalanine Ileucine Leucine Lysine**Usapkan pada rambut diamkan 35 menit pijatan pada saat keramas membantu penyerapan asam amino ke dalam kantung rambut kemudian bilas hingga bersih Kocok Botol hair tonic terlebih dahulu semprotkan hair growth tonic kekulit kepala secara merata pijat**Produk Konsumen**Pack isi 2**Sinar Antjol"
1461,Intense Ultimate Care Shampoo for Women 200 ml,Rp86.400 - Rp134.000,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Intense Ultimate Care Shampoo for Women merupakan shampoo yang mengandung 15 jenis asam amino yang sangat dibutuhkan rambut, sebagai nutrisi bagi akar rambut agar tumbuh sehat, mengurangi kemungkinan kerusakan dan rambut pecah-pecah sejingga tumbuh sehat, kuat dan tidak mudah rontok.**Shampo yang diformulasikan khusus bagi rambut wanita, juga aman digunakan oleh wanita yang sedang hamil, dalam proses kemoterapi maupun wanita dalam fase menstruasi yang sering mengalami kerontokan rambut. Kandungan 15 asam aminonya memberikan nutrisi yang dibutuhkan rambut untuk tumbuh subur, lebih kuat dan tidak mudah rontok**15 jenis protein asam amino**Usapkan pada rambut lalu diamkan 3-5 menit, pijat dan bilas hingga bersih.**Produk Konsumen**Box, Botol @ 200 ml**Sinar Antjol**BPOM: NA18181002495"
1462,JF Derma Protect Green Cool 90 g,Rp12.200 - Rp13.800,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"JF Derma Protect Green Cool 90 g mengandung Active Sulfur, yaitu bahan alami yang berfungsi sebagai antiseptik untuk melawan kuman dan bakteri penyebab gatal, membersihkan kulit dari kotoran dan minyak berlebih, serta membuat kulit sehat tanpa menyebabkan kulit kering dengan sensasi dingin.**Busakan dan gunakan merata pada tubuh, bilas hingga bersih**Produk Konsumen**Box @ 90 g**Galenium Pharmasia Laboratories**BPOM: NA18180500038"
1463,JF Sulfur Family Body Wash Blue Ocean 200 ml,Rp19.300 - Rp30.700,Golongan Produk**Manufaktur**No. Registrasi,Produk Konsumen**Galenika**BPOM: NA18150700329
1464,JF Sulfur Family Body Wash Green Cool 200 ml,Rp19.400 - Rp33.400,Golongan Produk**Manufaktur**No. Registrasi,Produk Konsumen**Galenika**BPOM: NA18130701217
1465,JF Sulfur Family Skin Soap Orange Spirit 90 g,Rp10.300 - Rp15.700,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Membersihkan dan merawat kulit Anda sekeluarga, Membantu membunuh kuman dan bakteri, Membantu mencegah kulit menjadi kering.**Aqua, Lauric Acid, Acrylates Copolymer, Cocamidopropyl, Betaine, Sodium Laureth Sulfate, Potassium Hydroxide, Myristic Acid, Glycerin, Fragrance, Ethylene Glycol Distearate, Olive Oil PEG-7 Ester, Polysorbate 80, Sulfur, Witch Hazel (Hamamelis Virginiana) Extract, Polyquaternium, DMDM Hydantoin, Tocopheryl Acetate, BHT, Disodium EDTA, CI 42090, Tocopheryl Acetate.**Sesuai kebutuhan**gunakan saat mandi seperti pada penggunaan sabun mandi biasa**Produk Konsumen**Box 90 gram**Galenika**BPOM: NA18150500296"
1466,Johnson's Kids Conditioner Shiny Drops 200 ml,Rp11.200 - Rp33.900,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 200 ml**Johnson & Johnson Indonesia**BPOM: NA32161000537
1467,Kaminomoto Hair Growth Accelerator 150 ml,Rp305.100 - Rp414.600,Golongan Produk**Manufaktur,Produk Konsumen**Kaminomoto Co
1468,Kaminomoto Medicated Shampoo 300 ml,Rp297.000 - Rp372.200,Golongan Produk**Manufaktur**No. Registrasi,Produk Konsumen**Kaminomoto Co**BPOM: NA22161002471
1469,Kelly Lemon Soap 15 g,Rp2.800 - Rp9.000,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, tube @ 15 g**Kelly International Cosmetic"
1470,Kenny Hair Spray Black Colour 50 ml,Rp22.200 - Rp42.200,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Kaleng @ 50 ml**None
1471,Klinsen Antiseptic Mouthwash Refresh Mint 100 ml,Rp22.400 - Rp26.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 100 ml**Uni Indo Utama
1472,Klinsen Shower Scrub Mineral Spa 1000 ml,Rp65.700 - Rp139.000,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Membersihkan kulit dan memberikan manfaat anti-oksidan, Aktivasi sel dan memulihkan fungsi kulit, Melembabkan kulit**Water Sodium Laureth Sulfate Acrylates Copolymer Cocamidopropyl Betaine Cocamide DEA Fragrance Polyethylene Sodium Lactate Sodium Gluconate Hylocereus Undatus Friut Extract Citrus Grandis Fruit Extract Tetrasodium EDTA Sodium Dhloride CI 17200 CI 15985 CI 42090 Methylchloroisothiazolinone Methylisothiazolinone**Secukupnya sesuai kebutuhan**Basahkan badan tuang usapkan dan gosokan shower scrub ke seluruh tubuh kemudian bilas hingga bersih**Produk Konsumen**Botol @ 1000 ml**Uni Indo Utama**BPOM: NA32170700382"
1473,Kundal Macadamia Hair Essential Oil Ultra Serum Cherry Blossom 100 ml,Rp118.500 - Rp161.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 500 ml**None**BPOM: NA26201000026
1474,Kundal Macadamia Hair Essential Oil Ultra Serum Pink Grapefruit 100 ml,Rp118.500 - Rp161.000,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Botol @ 500 ml**None**BPOM: NA26201000028
1475,Leivy Body Scrub Royal Jelly 250 g,Rp37.100 - Rp63.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pot @ 250 gram**Citra Usaha Lamindo
1476,Leivy Body Scrub Spa Goat's Milk 250 g,Rp37.800 - Rp63.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"LEIVY BODY SCRUB SPA GOAT'S MILK diformulasikan secara khusus dengan kandungan Susu Kambing terbaik yang kaya akan mineral, protein, vitamin A, B, C dan D yang dapat memberikan kelembaban secara natural. Dengan vitamin dan ektrak tumbuh-tumbuhan, Leivy Body Scrub Spa dapat meningkatkan faktor kelembapan dan nutrisi untuk meremajakan dan merevitalisasi. Selain itu, produk ini juga diperkaya dengan AHA untuk mencerahkan, meremajakan, menyehatkan dan membuat kulit tampak lebih putih.**Membantu menjaga kelembaban kulit, meremajakan dan merevitalisasi, serta membuat kulit tampak lebih cerah.**Gosokkan pada seluruh tubuh saat mandi lalu bilas dengan air bersih.**Produk Konsumen**Pot 250 gram**Citra Usaha Lamindo"
1477,Leivy Double Moisturising Soap Goat's Milk 85 g,Rp14.600 - Rp18.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Dus @ 85 g**Citra Usaha Lamindo
1478,Leivy Shower Cream Goat's Milk 1150 ml,Rp60.500 - Rp138.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol 1150 ml**Citra Usaha Lamindo
1479,Leivy Shower Cream Goat's Milk 250 ml,Rp18.800 - Rp44.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 250 ml**Citra Usaha Lamindo
1480,Leivy Shower Cream Goat's Milk Refill 250 ml,Rp21.600 - Rp31.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pouch @ 250 ml**Citra Usaha Lamindo
1481,Leivy Shower Cream Goat's Milk Refill 450 ml,Rp27.700 - Rp54.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"LEIVY SHOWER CREAM GOAT'S MILK merupakan sabun mandi berupa cream yang mengandung manfaat susu kambing, serta menjadikan kulit halus, mulus, wangi, dan tampak lebih putih. Produk ini diperkaya dengan double moisturizing dari kandungan protein susu kambing dan fatty acid. Susu Kambing mengandung vitamin A, B, dan E, serta protein yang menyuburkan dan melembabkan kulit, serta mencerahkan kulit dengan aroma yang lembut. Dengan demikian, maka sabun mandi ini baik digunakan untuk kulit kering.**Sabun mandi yang bermanfaat untuk memberikan pelembab ganda dan pemeliharaan kulit.**Digunakan seperti sabun cair lainnya saat mandi pagi dan sore hari**Produk Konsumen**Pouch 450 ml**Citra Usaha Lamindo"
1482,Leivy Shower Cream Goat's Milk Refill 900 ml,Rp37.500 - Rp101.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"LEIVY SHOWER CREAM GOAT'S MILK merupakan sabun mandi berupa cream yang mengandung manfaat susu kambing, serta menjadikan kulit halus, mulus, wangi, dan tampak lebih putih. Produk ini diperkaya dengan double moisturizing dari kandungan protein susu kambing dan fatty acid. Susu Kambing mengandung vitamin A, B, dan E, serta protein yang menyuburkan dan melembabkan kulit, serta mencerahkan kulit dengan aroma yang lembut. Dengan demikian, maka sabun mandi ini baik digunakan untuk kulit kering.**Sabun mandi yang bermanfaat untuk memberikan pelembab ganda dan pemeliharaan kulit.**Deionised Water Sodium Laureth Sulfate Cocamidopropyl Betaine Cocamide DEA Perfume Glycol Stearate Glycerine Polyquaternium39 PEG7 Glyceryl Cocoate Sodium Chloride PEG120 Methyl Glucose Dioleate Citric Acid Goats Milk Powder Sodium PCA Aloe Vera Powder Tocopheryl Acetate Tetrasodium EDTA Methylisothiazolinone Methylchloroisothiazolinone**Sesuai kebutuhan**Digunakan seperti sabun cair lainnya saat mandi pagi dan sore hari**Produk Konsumen**Pouch 900 ml**Citra Usaha Lamindo"
1483,Leivy Shower Cream Pomelo 1150 ml,Rp71.000 - Rp131.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 1150 ml**Citra Usaha Lamindo
1484,Leivy Shower Cream Pomelo Refill 900 ml,Rp49.100 - Rp66.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pouch @ 900 ml**Citra Usaha Lamindo
1485,Leivy Shower Gel Bamboo Charcoal 1000 ml,Rp78.900 - Rp92.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 1000 ml**Citra Usaha Lamindo
